-- chat_messages --
id | sender_id | receiver_id | message_type | content | created_at | is_read | is_direct_message
------------------------------------------------------------------------------------------------
1 | 5 | None | CHAT | аыуауыа | 2025-06-16 15:28:33.622739 | 0 | 0
2 | 5 | None | CHAT | Привет | 2025-06-16 15:28:44.798546 | 0 | 0
3 | 5 | None | CHAT | я вася | 2025-06-16 15:28:48.738624 | 0 | 0
4 | 5 | None | CHAT | привет | 2025-06-16 15:28:57.749774 | 0 | 0
5 | 5 | None | CHAT | ауууау | 2025-06-16 15:29:42.709244 | 0 | 0
6 | 5 | None | CHAT | to lemure5: ауауы | 2025-06-16 15:37:41.257524 | 0 | 0
7 | 5 | None | CHAT | аыау | 2025-06-16 15:51:18.477193 | 0 | 0
8 | 5 | None | CHAT | to lemure5: fdefe | 2025-06-16 15:53:52.878168 | 0 | 0
9 | 5 | None | CHAT | синий | 2025-06-16 15:54:01.784061 | 0 | 0
10 | 5 | None | CHAT | ауыа | 2025-06-16 16:08:45.710392 | 0 | 0
11 | 5 | None | CHAT | аувау | 2025-06-16 16:09:17.646051 | 0 | 0
12 | 5 | None | CHAT | to lemure5: ауа | 2025-06-16 16:10:52.069900 | 0 | 0
13 | 5 | None | CHAT | to lemure5: Привет | 2025-06-16 16:21:00.330684 | 0 | 0
14 | 5 | None | CHAT | to lemure5: ghbdt | 2025-06-16 16:21:24.108504 | 0 | 0
15 | 5 | None | CHAT | to lemure5: аааааа | 2025-06-16 16:22:02.766961 | 0 | 0
16 | 5 | None | CHAT | Здрастьте  | 2025-06-16 16:24:23.656021 | 0 | 0
17 | 5 | None | CHAT | to lemure5: проверка самому себе  | 2025-06-16 16:24:29.226786 | 0 | 0
18 | 6 | None | CHAT | to lemure5: fgedshfesiohf | 2025-06-16 16:25:54.695288 | 0 | 0
19 | 6 | None | CHAT | to lemure5: 545 | 2025-06-16 17:38:45.431538 | 0 | 0
20 | 6 | None | CHAT | to lemure6: 4443 | 2025-06-16 17:39:21.739163 | 0 | 0
21 | 5 | None | CHAT | to lemure5: 444 | 2025-06-16 17:39:35.602786 | 0 | 0
22 | 5 | None | CHAT | to lemure6: 2222 | 2025-06-16 17:39:38.649973 | 0 | 0
23 | 6 | None | CHAT | to lemure6: fefes | 2025-06-16 17:40:33.694412 | 0 | 0
24 | 6 | None | CHAT | to lemure5: fefef | 2025-06-16 17:40:37.269873 | 0 | 0
25 | 6 | None | CHAT | to lemure5: хай махафакер | 2025-06-17 06:43:08.189611 | 0 | 0
26 | 6 | None | CHAT | to lemure5: чееел | 2025-06-17 06:54:57.830737 | 0 | 0
27 | 5 | None | CHAT | to lemure5: авыаыу  | 2025-06-17 06:55:16.404994 | 0 | 0
28 | 5 | None | CHAT | to lemure8: ку  | 2025-06-17 06:55:25.590378 | 0 | 0
29 | 5 | None | CHAT | to lemure5 ку  | 2025-06-17 06:55:36.411180 | 0 | 0
30 | 5 | None | CHAT | пвкпк | 2025-06-17 06:55:51.941794 | 0 | 0
31 | 5 | None | CHAT | мазафакеры | 2025-06-17 06:55:56.545008 | 0 | 0
32 | 7 | None | CHAT | пквуп | 2025-06-18 07:54:18.996237 | 0 | 0
33 | 7 | None | CHAT | куку | 2025-06-18 07:54:21.070085 | 0 | 0
34 | 7 | None | CHAT | аыуаыу | 2025-06-18 07:54:36.592902 | 0 | 0
35 | 7 | None | CHAT | ауыа | 2025-06-18 07:54:37.740062 | 0 | 0
36 | 7 | None | CHAT | ауыа | 2025-06-19 13:04:45.999665 | 0 | 0
37 | 7 | None | CHAT | аыуа | 2025-06-19 13:10:28.808937 | 0 | 0
38 | 7 | None | CHAT | пыуп | 2025-06-19 14:56:17.613684 | 0 | 0
39 | 7 | None | CHAT | аыуауы | 2025-06-19 15:11:43.051559 | 0 | 0
40 | 7 | None | CHAT | астп | 2025-06-19 18:43:24.858288 | 0 | 0
41 | 7 | None | CHAT | ауа | 2025-06-21 10:29:44.965533 | 0 | 0
42 | 7 | None | CHAT | ку | 2025-06-21 10:29:46.909356 | 0 | 0
43 | 32 | None | CHAT | ауыа | 2025-06-21 12:17:38.784327 | 0 | 0
44 | 32 | None | CHAT | to lemure9: 11 | 2025-06-21 12:23:33.351974 | 0 | 0
45 | 37 | None | CHAT | ку  | 2025-06-27 11:21:24.835529 | 0 | 0
46 | 37 | None | CHAT | педики | 2025-06-27 11:21:31.388669 | 0 | 0
47 | 37 | None | CHAT | fvd | 2025-06-27 22:41:39.919574 | 0 | 0
48 | 37 | None | CHAT | аыуа | 2025-06-28 13:07:21.166234 | 0 | 0

-- currencies --
id | code | name_ru | base_copper
---------------------------------
1 | COPPER | Медь | 1
2 | SILVER | Серебро | 10
3 | GOLD | Золото | 1000
4 | TESSER | Тессера | 0

-- equipment_slots --
id | code | name_ru | max_per_char
----------------------------------
1 | weapon_main | Правая рука | 1
2 | weapon_off | Левая рука | 1
3 | helmet | Шлем | 1
4 | ring1 | Кольцо 1 | 1
5 | ring2 | Кольцо 2 | 1
6 | armor | Броня | 1
7 | shirt | Рубаха | 1
8 | belt | Пояс | 1
9 | bracelet | Браслет | 1
10 | cloak | Плащ | 1
11 | boots | Сапоги | 1
12 | gloves | Перчатки | 1

-- item_categories --
id | code | name_ru
11 | Острие разбойника | 1 | 1 | /icons/items/raider_spear.png | 3.5 | 0 | {"dmg_min": 2, "dmg_max": 4} | 2025-06-22 07:18:39 | 5 | 130 | 1 | 1 | 30 | 1 | 0 | Разит с расстояния, подходит для маневренных. | LIGHT | 0
12 | Брошенное копьё | 1 | 2 | /icons/items/thrown_spear.png | 5.0 | 0 | {"dmg_min": 3, "dmg_max": 5} | 2025-06-22 07:18:59 | 5 | 180 | 1 | 1 | 40 | 1 | 0 | Двуручное и опасное. Дальность — его преимущество. | HEAVY | 1
14 | Щит ловкача | 1 | 3 | /icons/items/shield_dodge.png | 2.2 | 0 | {"block": 5} | 2025-06-22 07:24:12 | 21 | 120 | 1 | 1 | 25 | 1 | 0 | Лёгкий щит, позволяющий сохранять маневренность и уклоняться. | HEAVY | 0
15 | Кованый щит | 1 | 3 | /icons/items/shield_tank.png | 4.8 | 0 | {"block": 12} | 2025-06-22 07:24:12 | 21 | 160 | 1 | 1 | 40 | 1 | 0 | Надёжный кусок металла. Лучше, чем живая плоть. | HEAVY | 0
16 | Око убийцы | 1 | 3 | /icons/items/shield_crit.png | 3.0 | 0 | {"block": 7} | 2025-06-22 07:24:12 | 21 | 140 | 1 | 1 | 30 | 1 | 0 | На щите вырезан символ, помогающий предугадать атаку. | HEAVY | 0
17 | Кожаная броня бегуна | 2 | None | /icons/items/armor_верт.png | 3.0 | 0 | {} | 2025-06-22 07:27:50 | 13 | 120 | 1 | 1 | 30 | 1 | 0 | Стартовый предмет для класса верт. | NONE | 0
18 | Закованная броня | 2 | None | /icons/items/armor_силач.png | 5.0 | 0 | {} | 2025-06-22 07:27:50 | 13 | 160 | 1 | 1 | 40 | 1 | 0 | Стартовый предмет для класса силач. | NONE | 0
19 | Проклятая рубашка | 2 | None | /icons/items/armor_крит.png | 3.7 | 0 | {} | 2025-06-22 07:27:50 | 13 | 140 | 1 | 1 | 35 | 1 | 0 | Стартовый предмет для класса крит. | NONE | 0
20 | Пояс бегуна | 2 | None | /icons/items/belt_верт.png | 0.8 | 0 | {} | 2025-06-22 07:27:50 | 14 | 60 | 1 | 1 | 20 | 1 | 0 | Стартовый предмет для класса верт. | NONE | 0
21 | Широкий ремень защиты | 2 | None | /icons/items/belt_силач.png | 1.5 | 0 | {} | 2025-06-22 07:27:50 | 14 | 90 | 1 | 1 | 25 | 1 | 0 | Стартовый предмет для класса силач. | NONE | 0
22 | Тканевый кушак | 2 | None | /icons/items/belt_крит.png | 1.2 | 0 | {} | 2025-06-22 07:27:50 | 14 | 80 | 1 | 1 | 25 | 1 | 0 | Стартовый предмет для класса крит. | NONE | 0
23 | Плащ странника | 2 | None | /icons/items/cloak_верт.png | 1.2 | 0 | {} | 2025-06-22 07:27:50 | 16 | 80 | 1 | 1 | 25 | 1 | 0 | Стартовый предмет для класса верт. | NONE | 0
24 | Плащ бастиона | 2 | None | /icons/items/cloak_силач.png | 2.2 | 0 | {} | 2025-06-22 07:27:50 | 16 | 110 | 1 | 1 | 30 | 1 | 0 | Стартовый предмет для класса силач. | NONE | 0
25 | Мантия безмолвия | 2 | None | /icons/items/cloak_крит.png | 1.8 | 0 | {} | 2025-06-22 07:27:50 | 16 | 100 | 1 | 1 | 30 | 1 | 0 | Стартовый предмет для класса крит. | NONE | 0
26 | Тихие шаги | 2 | None | /icons/items/boots_верт.png | 1.0 | 0 | {} | 2025-06-22 07:27:50 | 17 | 70 | 1 | 1 | 20 | 1 | 0 | Стартовый предмет для класса верт. | NONE | 0
27 | Тяжёлые ботинки | 2 | None | /icons/items/boots_силач.png | 2.5 | 0 | {} | 2025-06-22 07:27:50 | 17 | 90 | 1 | 1 | 25 | 1 | 0 | Стартовый предмет для класса силач. | NONE | 0
28 | Сапоги налётчика | 2 | None | /icons/items/boots_крит.png | 1.8 | 0 | {} | 2025-06-22 07:27:50 | 17 | 85 | 1 | 1 | 25 | 1 | 0 | Стартовый предмет для класса крит. | NONE | 0
29 | Перчатки ловкости | 2 | None | /icons/items/gloves_верт.png | 0.7 | 0 | {} | 2025-06-22 07:27:50 | 18 | 60 | 1 | 1 | 15 | 1 | 0 | Стартовый предмет для класса верт. | NONE | 0
30 | Закованные перчатки | 2 | None | /icons/items/gloves_силач.png | 1.8 | 0 | {} | 2025-06-22 07:27:50 | 18 | 85 | 1 | 1 | 20 | 1 | 0 | Стартовый предмет для класса силач. | NONE | 0
31 | Кожаные рукавицы | 2 | None | /icons/items/gloves_крит.png | 1.3 | 0 | {} | 2025-06-22 07:27:50 | 18 | 75 | 1 | 1 | 20 | 1 | 0 | Стартовый предмет для класса крит. | NONE | 0
32 | Тихий укол (мд) | 1 | 1 | /icons/items/silent_stab.png | 1.0 | 0 | {"dmg_min": 1, "dmg_max": 2} | 2025-06-22 07:29:08 | 1 | 90 | 2 | 1 | 20 | 0 | 0 | Магически усиленная версия предмета Тихий укол. | LIGHT | 0
33 | Треснувший гладиус (мд) | 1 | 2 | /icons/items/cracked_gladius.png | 3.5 | 0 | {"dmg_min": 2, "dmg_max": 5} | 2025-06-22 07:29:08 | 2 | 180 | 2 | 1 | 35 | 0 | 0 | Магически усиленная версия предмета Треснувший гладиус. | HEAVY | 0
34 | Щербатая булава (мд) | 1 | 2 | /icons/items/dented_mace.png | 4.5 | 0 | {"dmg_min": 3, "dmg_max": 5} | 2025-06-22 07:29:08 | 3 | 190 | 2 | 1 | 40 | 0 | 0 | Магически усиленная версия предмета Щербатая булава. | HEAVY | 0

-- level_progression --
id | level | ap | experience_required
-------------------------------------
1 | 1 | 0 | 0
2 | 1 | 1 | 200
3 | 1 | 2 | 500
4 | 1 | 3 | 1500
5 | 1 | 4 | 3000
6 | 1 | 5 | 6000
7 | 2 | 0 | 10000
8 | 2 | 1 | 15000
9 | 2 | 2 | 20000
10 | 2 | 3 | 30000
11 | 2 | 4 | 40000
12 | 2 | 5 | 50000
13 | 3 | 0 | 60000
14 | 3 | 1 | 70000
15 | 3 | 2 | 80000
16 | 3 | 3 | 90000
17 | 3 | 4 | 100000
18 | 3 | 5 | 120000
19 | 4 | 0 | 140000
20 | 4 | 1 | 160000
21 | 4 | 2 | 180000
22 | 4 | 3 | 200000
23 | 4 | 4 | 220000
24 | 4 | 5 | 250000
25 | 5 | 0 | 280000
26 | 5 | 1 | 310000
27 | 5 | 2 | 340000
28 | 5 | 3 | 370000
29 | 5 | 4 | 400000
30 | 5 | 5 | 450000
31 | 6 | 0 | 500000
32 | 6 | 1 | 550000
33 | 6 | 2 | 600000
34 | 6 | 3 | 650000
35 | 6 | 4 | 700000
36 | 6 | 5 | 800000
37 | 7 | 0 | 900000
38 | 7 | 1 | 1000000
39 | 7 | 2 | 1100000
40 | 7 | 3 | 1200000
41 | 7 | 4 | 1300000
42 | 7 | 5 | 1500000
43 | 8 | 0 | 1700000
44 | 8 | 1 | 1900000
45 | 8 | 2 | 2100000
46 | 8 | 3 | 2300000
47 | 8 | 4 | 2500000
48 | 8 | 5 | 3000000
49 | 9 | 0 | 3500000
50 | 9 | 1 | 4000000
51 | 9 | 2 | 4500000
52 | 9 | 3 | 5000000
53 | 9 | 4 | 5500000
54 | 9 | 5 | 6500000
55 | 10 | 0 | 7500000
56 | 10 | 1 | 8500000
57 | 10 | 2 | 9500000
58 | 10 | 3 | 10500000
59 | 10 | 4 | 11500000
60 | 10 | 5 | 13000000

-- location_links --
id | from_id | to_id | is_locked
--------------------------------
1 | 14 | 5 | 0
2 | 14 | 6 | 0
3 | 14 | 11 | 0
4 | 14 | 1 | 0
5 | 14 | 15 | 0
6 | 14 | 16 | 0
7 | 14 | 2 | 0
8 | 16 | 8 | 0
9 | 16 | 14 | 0
10 | 8 | 16 | 0
11 | 8 | 4 | 0
12 | 4 | 8 | 0
13 | 15 | 7 | 0
14 | 15 | 13 | 0
15 | 15 | 10 | 0
16 | 15 | 14 | 0
17 | 7 | 15 | 0
18 | 13 | 3 | 0
19 | 13 | 12 | 0
20 | 13 | 15 | 0
21 | 10 | 15 | 0
22 | 3 | 13 | 0
23 | 12 | 13 | 0
24 | 2 | 14 | 0
25 | 5 | 14 | 0
26 | 6 | 14 | 0
27 | 11 | 14 | 0
28 | 1 | 14 | 0

-- location_types --
id | name | description
-----------------------

-- locations --
id | name | description | background | type_id
----------------------------------------------
1 | Дом | Ваш уютный стартовый дом. | house.png | 1
2 | Магазин | Здесь можно купить вещи. | shop.png | 1
3 | Арена | Место для сражений. | arena.png | 3
4 | Лес | Опасный тёмный лес. | forest.png | 2
5 | Лавка Гендальфа | Магическая лавка старого волшебника. | gandalf_shop.png | 1
6 | Рынок | Большой торговый рынок с толпами людей. | market.png | 1
7 | Кузница | Здесь куют и улучшают снаряжение. | forge.png | 1
8 | Рыбалка | Тихое место у воды, можно поймать рыбу. | fishing.png | 2
9 | Портал | Таинственный портал в другие миры. | portal.png | 5
10 | Охота | Лесная зона, где можно охотиться на зверей. | hunting.png | 2
11 | Королевская лавка | Особая лавка с редкими товарами. | royal_shop.png | 1
12 | Бестиарий | Здесь обитают самые жуткие создания мира. | bestiary.png | 2
13 | Портал Битв | Врата к массовым сражениям. | battle_portal.png | 1
14 | Городская площадь | Центральная точка города, оживлённая и шумная. | city_square.png | 2
15 | Тёмная улица | Узкий переулок, где таится опасность. | dark_alley.png | 2
16 | Площадь шахтёров | Место сбора шахтёров перед походом в шахты. | miners_square.png | 2

-- login_logs --
id | username | success | timestamp
-----------------------------------

-- professional_skill --
id | code | name
----------------
1 | fishing | Рыбная ловля
2 | gathering | Собирательство
3 | spellcasting | Заклинательство
4 | blacksmith | Кузнечное дело
5 | leatherworking | Кожевничество
6 | hunting | Охота
7 | warlock | Колдун
8 | alchemy | Алхимик
9 | healer | Знахарь
10 | sharpshooter | Стрелок

-- professional_skill_progression --
id | skill_id | level | xp_required
-----------------------------------
1 | 1 | 1 | 50
2 | 1 | 2 | 120
3 | 1 | 3 | 200
4 | 1 | 4 | 300
5 | 1 | 5 | 450
6 | 1 | 6 | 650
7 | 1 | 7 | 900
8 | 1 | 8 | 1200
9 | 1 | 9 | 1550
10 | 1 | 10 | 2000
11 | 5 | 1 | 50
12 | 5 | 2 | 120
13 | 5 | 3 | 200
14 | 5 | 4 | 300
15 | 5 | 5 | 450
16 | 5 | 6 | 650
17 | 5 | 7 | 900
18 | 5 | 8 | 1200
19 | 5 | 9 | 1550
20 | 5 | 10 | 2000
21 | 2 | 1 | 100
22 | 2 | 2 | 180
23 | 2 | 3 | 300
24 | 2 | 4 | 450
25 | 2 | 5 | 650
26 | 2 | 6 | 900
27 | 2 | 7 | 1200
28 | 2 | 8 | 1550
29 | 2 | 9 | 1950
30 | 2 | 10 | 2400
31 | 6 | 1 | 100
32 | 6 | 2 | 180
33 | 6 | 3 | 300
34 | 6 | 4 | 450
35 | 6 | 5 | 650
36 | 6 | 6 | 900
37 | 6 | 7 | 1200
38 | 6 | 8 | 1550
39 | 6 | 9 | 1950
40 | 6 | 10 | 2400
41 | 9 | 1 | 100
42 | 9 | 2 | 180
43 | 9 | 3 | 300
44 | 9 | 4 | 450
45 | 9 | 5 | 650
46 | 9 | 6 | 900
47 | 9 | 7 | 1200
48 | 9 | 8 | 1550
49 | 9 | 9 | 1950
50 | 9 | 10 | 2400
51 | 3 | 1 | 100
52 | 3 | 2 | 200
53 | 3 | 3 | 350
54 | 3 | 4 | 550
55 | 3 | 5 | 800
56 | 3 | 6 | 1100
57 | 3 | 7 | 1450
58 | 3 | 8 | 1850
59 | 3 | 9 | 2300
60 | 3 | 10 | 2800
61 | 4 | 1 | 100
62 | 4 | 2 | 200
63 | 4 | 3 | 350
64 | 4 | 4 | 550
65 | 4 | 5 | 800
66 | 4 | 6 | 1100
67 | 4 | 7 | 1450
68 | 4 | 8 | 1850
69 | 4 | 9 | 2300
70 | 4 | 10 | 2800
71 | 8 | 1 | 200
72 | 8 | 2 | 350
73 | 8 | 3 | 550
74 | 8 | 4 | 800
75 | 8 | 5 | 1100
76 | 8 | 6 | 1450
77 | 8 | 7 | 1850
78 | 8 | 8 | 2300
79 | 8 | 9 | 2800
80 | 8 | 10 | 3350
81 | 7 | 1 | 250
82 | 7 | 2 | 400
83 | 7 | 3 | 600
84 | 7 | 4 | 850
85 | 7 | 5 | 1150
86 | 7 | 6 | 1500
87 | 7 | 7 | 1900
88 | 7 | 8 | 2350
